cancer_type,drug_type,phase,enrollment_size,trial_duration_months,sponsor_type,outcome
prostate,chemotherapy,III,489.0,97.0,industry,1
prostate,chemotherapy,II,832.0,32.0,industry,1
breast,immunotherapy,III,96.0,7.0,industry,1
melanoma,combination,III,1039.0,102.0,industry,1
breast,immunotherapy,IV,1564.0,85.0,academic,1
pancreatic,radiation,IV,43.0,44.0,academic,0
colorectal,chemotherapy,I,1058.0,91.0,industry,1
colorectal,combination,I,695.0,61.0,government,0
leukemia,combination,II,544.0,112.0,industry,1
colorectal,targeted_therapy,III,366.0,116.0,industry,1
breast,radiation,III,191.0,18.0,industry,1
renal,combination,II,1912.0,61.0,academic,1
bladder,chemotherapy,III,1370.0,71.0,industry,1
breast,chemotherapy,II,731.0,83.0,academic,1
breast,combination,III,1528.0,61.0,academic,1
ovarian,immunotherapy,IV,508.0,107.0,industry,1
bladder,radiation,II,1505.0,110.0,academic,0
pancreatic,chemotherapy,II,397.0,33.0,government,0
colorectal,combination,I,1631.0,69.0,industry,1
bladder,chemotherapy,III,1207.0,76.0,industry,1
colorectal,combination,III,391.0,87.0,academic,0
leukemia,radiation,I,1616.0,69.0,academic,0
bladder,combination,II,1019.0,61.0,industry,1
colorectal,targeted_therapy,II,996.0,46.0,industry,1
pancreatic,combination,III,1467.0,105.0,industry,1
lung,combination,III,776.0,46.0,industry,1
prostate,radiation,I,496.0,105.0,industry,0
prostate,combination,III,401.0,113.0,government,1
pancreatic,radiation,III,174.0,9.0,academic,0
ovarian,targeted_therapy,II,276.0,62.0,industry,1
lung,radiation,I,1799.0,35.0,academic,0
leukemia,chemotherapy,III,693.0,93.0,government,1
pancreatic,radiation,IV,87.0,89.0,industry,0
prostate,targeted_therapy,II,363.0,51.0,industry,1
prostate,hormone_therapy,II,1320.0,61.0,industry,1
prostate,combination,II,692.0,36.0,academic,1
melanoma,radiation,III,410.0,93.0,industry,0
pancreatic,combination,II,1492.0,12.0,government,0
breast,immunotherapy,II,278.0,95.0,industry,1
leukemia,chemotherapy,III,326.0,82.0,industry,0
prostate,chemotherapy,III,1890.0,59.0,industry,1
colorectal,immunotherapy,II,1138.0,13.0,industry,1
pancreatic,immunotherapy,II,969.0,60.0,academic,1
melanoma,radiation,III,1507.0,74.0,government,1
pancreatic,immunotherapy,I,989.0,49.0,industry,0
leukemia,hormone_therapy,I,265.0,18.0,government,0
melanoma,combination,III,752.0,98.0,academic,1
leukemia,combination,I,1678.0,25.0,industry,0
pancreatic,targeted_therapy,III,206.0,83.0,academic,1
breast,immunotherapy,IV,1817.0,37.0,industry,1
leukemia,immunotherapy,II,944.0,65.0,academic,1
melanoma,hormone_therapy,II,804.0,55.0,industry,0
melanoma,chemotherapy,III,1416.0,32.0,academic,1
leukemia,chemotherapy,III,1615.0,30.0,industry,1
renal,combination,IV,1449.0,57.0,academic,0
pancreatic,combination,III,427.0,73.0,academic,1
renal,radiation,I,1168.0,26.0,industry,0
ovarian,hormone_therapy,III,1380.0,23.0,industry,1
pancreatic,targeted_therapy,II,360.0,44.0,industry,0
leukemia,targeted_therapy,II,582.0,20.0,academic,1
lung,hormone_therapy,I,1221.0,58.0,industry,0
leukemia,targeted_therapy,II,670.0,43.0,academic,1
renal,chemotherapy,III,971.0,53.0,industry,1
breast,targeted_therapy,II,1882.0,57.0,industry,1
leukemia,targeted_therapy,II,1213.0,93.0,industry,1
leukemia,hormone_therapy,II,1082.0,77.0,industry,1
breast,hormone_therapy,III,88.0,33.0,academic,1
leukemia,targeted_therapy,III,1279.0,90.0,government,1
prostate,immunotherapy,II,1603.0,21.0,industry,1
lung,hormone_therapy,I,400.0,21.0,industry,0
colorectal,radiation,II,76.0,40.0,industry,1
lung,radiation,IV,1320.0,22.0,academic,0
leukemia,chemotherapy,III,869.0,78.0,industry,1
prostate,targeted_therapy,III,1142.0,104.0,academic,1
pancreatic,immunotherapy,III,935.0,57.0,government,1
leukemia,chemotherapy,II,1570.0,98.0,industry,0
renal,targeted_therapy,III,344.0,108.0,academic,1
prostate,hormone_therapy,III,480.0,87.0,industry,1
breast,radiation,I,198.0,17.0,industry,0
prostate,combination,I,863.0,88.0,industry,1
breast,immunotherapy,III,593.0,53.0,industry,1
ovarian,combination,IV,138.0,27.0,industry,0
colorectal,radiation,II,1512.0,54.0,industry,1
bladder,combination,III,568.0,57.0,industry,1
prostate,hormone_therapy,III,665.0,84.0,industry,1
melanoma,targeted_therapy,II,1498.0,6.0,academic,1
renal,hormone_therapy,I,45.0,71.0,government,0
leukemia,combination,I,1533.0,69.0,industry,1
renal,hormone_therapy,III,1051.0,13.0,industry,1
lung,radiation,II,988.0,91.0,industry,0
bladder,immunotherapy,II,1559.0,30.0,government,1
lung,hormone_therapy,III,552.0,71.0,academic,1
ovarian,radiation,III,1970.0,78.0,industry,1
bladder,immunotherapy,I,168.0,78.0,industry,0
bladder,targeted_therapy,II,1531.0,82.0,industry,1
lung,combination,II,1068.0,75.0,industry,0
breast,targeted_therapy,III,674.0,99.0,government,1
lung,chemotherapy,III,1800.0,84.0,government,0
renal,radiation,II,1974.0,56.0,industry,0
breast,immunotherapy,III,964.0,58.0,industry,1
renal,hormone_therapy,III,574.0,20.0,industry,1
ovarian,targeted_therapy,III,444.0,55.0,industry,1
leukemia,immunotherapy,III,312.0,76.0,government,1
pancreatic,radiation,II,1228.0,80.0,industry,0
breast,chemotherapy,I,573.0,109.0,industry,0
ovarian,targeted_therapy,III,450.0,43.0,industry,1
melanoma,combination,III,623.0,45.0,academic,1
ovarian,immunotherapy,III,336.0,71.0,academic,1
lung,combination,II,417.0,117.0,industry,1
lung,immunotherapy,IV,1367.0,44.0,industry,0
pancreatic,immunotherapy,III,1608.0,79.0,industry,1
ovarian,radiation,I,615.0,113.0,government,0
colorectal,radiation,II,565.0,22.0,industry,0
leukemia,radiation,III,95.0,12.0,industry,0
lung,hormone_therapy,III,884.0,109.0,industry,1
pancreatic,immunotherapy,II,1963.0,44.0,academic,0
leukemia,targeted_therapy,III,935.0,73.0,industry,1
ovarian,combination,II,728.0,40.0,industry,1
ovarian,radiation,II,505.0,56.0,academic,0
bladder,radiation,III,1841.0,52.0,academic,0
pancreatic,combination,III,1131.0,41.0,academic,1
lung,combination,III,766.0,69.0,government,0
colorectal,immunotherapy,III,1275.0,100.0,industry,1
ovarian,radiation,I,1050.0,94.0,industry,0
colorectal,combination,III,1847.0,110.0,government,1
ovarian,hormone_therapy,II,569.0,18.0,industry,0
lung,hormone_therapy,II,995.0,23.0,academic,1
leukemia,radiation,II,1095.0,26.0,academic,0
prostate,combination,II,1698.0,117.0,industry,1
leukemia,immunotherapy,II,961.0,70.0,industry,1
ovarian,immunotherapy,II,938.0,105.0,academic,0
renal,immunotherapy,I,1439.0,119.0,academic,0
prostate,chemotherapy,II,1264.0,13.0,academic,0
prostate,radiation,III,1471.0,53.0,industry,1
colorectal,immunotherapy,II,1795.0,90.0,industry,1
pancreatic,hormone_therapy,II,1186.0,48.0,industry,0
colorectal,combination,III,1904.0,58.0,industry,1
colorectal,targeted_therapy,III,382.0,90.0,industry,1
renal,targeted_therapy,III,401.0,32.0,government,1
leukemia,immunotherapy,II,1604.0,24.0,academic,1
leukemia,targeted_therapy,III,1320.0,28.0,academic,1
melanoma,targeted_therapy,II,290.0,55.0,industry,1
ovarian,chemotherapy,I,1057.0,56.0,industry,0
renal,hormone_therapy,II,317.0,48.0,government,0
melanoma,hormone_therapy,III,1023.0,104.0,industry,1
lung,chemotherapy,II,1507.0,109.0,industry,0
ovarian,chemotherapy,I,1570.0,56.0,industry,0
ovarian,targeted_therapy,I,253.0,111.0,government,0
bladder,radiation,III,594.0,117.0,government,1
bladder,combination,III,1751.0,74.0,industry,1
breast,combination,II,46.0,46.0,government,1
breast,targeted_therapy,III,1514.0,77.0,industry,1
colorectal,combination,III,112.0,16.0,industry,1
lung,chemotherapy,III,636.0,85.0,academic,0
prostate,hormone_therapy,II,328.0,108.0,government,1
prostate,combination,III,71.0,116.0,academic,1
bladder,targeted_therapy,II,338.0,93.0,academic,0
bladder,radiation,III,200.0,90.0,academic,0
bladder,targeted_therapy,I,1612.0,57.0,academic,1
renal,immunotherapy,II,1163.0,28.0,government,0
pancreatic,targeted_therapy,II,1863.0,54.0,academic,0
breast,chemotherapy,III,894.0,43.0,government,1
renal,hormone_therapy,I,1086.0,52.0,government,1
leukemia,hormone_therapy,III,666.0,77.0,industry,1
prostate,combination,II,1928.0,12.0,academic,1
ovarian,chemotherapy,III,1981.0,71.0,industry,1
breast,immunotherapy,III,1303.0,99.0,industry,1
melanoma,chemotherapy,III,216.0,82.0,academic,1
leukemia,targeted_therapy,III,664.0,67.0,industry,1
breast,chemotherapy,III,990.0,92.0,industry,1
renal,chemotherapy,II,274.0,34.0,government,0
lung,immunotherapy,III,751.0,43.0,industry,1
ovarian,targeted_therapy,II,355.0,106.0,industry,1
breast,radiation,III,1596.0,89.0,government,0
pancreatic,radiation,III,1545.0,38.0,industry,0
bladder,hormone_therapy,II,1009.0,34.0,industry,1
bladder,combination,II,919.0,119.0,industry,1
ovarian,chemotherapy,II,1298.0,84.0,industry,1
renal,hormone_therapy,III,533.0,28.0,academic,1
bladder,immunotherapy,IV,1750.0,111.0,academic,1
breast,radiation,III,261.0,8.0,industry,1
melanoma,chemotherapy,III,168.0,106.0,academic,1
prostate,immunotherapy,IV,1753.0,98.0,industry,1
prostate,combination,I,1342.0,50.0,industry,1
leukemia,immunotherapy,II,776.0,13.0,academic,0
colorectal,chemotherapy,III,1893.0,91.0,academic,1
lung,combination,III,639.0,34.0,academic,1
ovarian,immunotherapy,III,472.0,7.0,industry,1
leukemia,combination,II,1436.0,110.0,industry,1
colorectal,chemotherapy,I,231.0,118.0,industry,0
renal,chemotherapy,II,687.0,55.0,industry,1
pancreatic,combination,II,1581.0,114.0,academic,0
pancreatic,targeted_therapy,II,613.0,70.0,industry,1
lung,hormone_therapy,III,1638.0,113.0,academic,1
bladder,immunotherapy,I,150.0,25.0,industry,1
breast,immunotherapy,III,1372.0,57.0,industry,1
leukemia,targeted_therapy,II,631.0,90.0,industry,1
leukemia,targeted_therapy,III,275.0,42.0,industry,1
ovarian,targeted_therapy,I,1522.0,77.0,government,0
ovarian,radiation,II,580.0,32.0,industry,0
pancreatic,radiation,I,1956.0,52.0,industry,0
pancreatic,combination,IV,82.0,104.0,academic,0
melanoma,radiation,III,1354.0,11.0,academic,1
melanoma,chemotherapy,II,426.0,65.0,industry,0
bladder,combination,II,821.0,50.0,industry,1
melanoma,immunotherapy,IV,1148.0,49.0,academic,1
breast,hormone_therapy,II,1660.0,88.0,government,1
breast,chemotherapy,II,1880.0,23.0,government,1
leukemia,immunotherapy,III,34.0,70.0,industry,1
prostate,immunotherapy,IV,1730.0,30.0,government,1
breast,combination,I,278.0,32.0,industry,1
colorectal,targeted_therapy,II,742.0,12.0,industry,1
pancreatic,targeted_therapy,IV,1455.0,49.0,academic,1
ovarian,chemotherapy,II,1302.0,111.0,industry,0
melanoma,targeted_therapy,I,633.0,34.0,industry,1
leukemia,immunotherapy,III,1303.0,100.0,industry,1
lung,targeted_therapy,III,1899.0,49.0,industry,1
ovarian,radiation,II,1714.0,112.0,academic,0
colorectal,targeted_therapy,IV,1088.0,41.0,academic,1
melanoma,immunotherapy,III,1998.0,24.0,industry,1
colorectal,combination,I,832.0,11.0,industry,0
pancreatic,chemotherapy,IV,1806.0,30.0,government,0
pancreatic,hormone_therapy,II,350.0,36.0,academic,0
bladder,targeted_therapy,II,184.0,14.0,industry,1
leukemia,immunotherapy,III,1236.0,89.0,government,1
ovarian,hormone_therapy,II,1564.0,79.0,academic,0
renal,hormone_therapy,I,1444.0,42.0,industry,1
renal,radiation,I,1417.0,32.0,industry,0
ovarian,hormone_therapy,II,1108.0,18.0,industry,1
lung,combination,III,406.0,46.0,academic,1
leukemia,immunotherapy,III,1538.0,71.0,industry,1
colorectal,immunotherapy,IV,1837.0,119.0,industry,1
lung,targeted_therapy,II,1736.0,90.0,industry,1
prostate,targeted_therapy,II,1458.0,102.0,government,1
ovarian,targeted_therapy,II,1837.0,29.0,industry,0
colorectal,combination,II,1834.0,49.0,government,1
renal,hormone_therapy,II,1073.0,111.0,government,1
breast,hormone_therapy,III,1309.0,103.0,industry,1
bladder,radiation,IV,347.0,65.0,industry,0
renal,combination,IV,1535.0,14.0,industry,1
leukemia,targeted_therapy,II,1260.0,7.0,government,1
pancreatic,chemotherapy,III,339.0,61.0,industry,0
breast,radiation,II,1961.0,35.0,industry,1
bladder,chemotherapy,I,418.0,27.0,industry,0
bladder,hormone_therapy,III,1934.0,115.0,industry,1
prostate,radiation,III,124.0,80.0,government,1
prostate,radiation,II,715.0,112.0,academic,1
melanoma,immunotherapy,II,1036.0,86.0,government,1
renal,hormone_therapy,II,349.0,105.0,industry,1
renal,hormone_therapy,III,679.0,18.0,industry,1
renal,combination,II,1660.0,76.0,government,0
melanoma,radiation,IV,1090.0,21.0,industry,1
lung,hormone_therapy,I,618.0,102.0,government,0
bladder,radiation,II,840.0,50.0,industry,0
breast,combination,II,1992.0,70.0,industry,1
leukemia,combination,III,660.0,16.0,academic,1
bladder,immunotherapy,II,1813.0,75.0,government,1
prostate,radiation,III,333.0,25.0,government,1
colorectal,hormone_therapy,III,1190.0,104.0,industry,1
pancreatic,hormone_therapy,IV,481.0,113.0,industry,1
melanoma,radiation,III,1627.0,68.0,academic,0
ovarian,radiation,III,505.0,106.0,academic,1
colorectal,radiation,III,1695.0,110.0,academic,1
leukemia,targeted_therapy,III,429.0,95.0,industry,1
renal,hormone_therapy,II,46.0,17.0,government,0
prostate,combination,II,1072.0,67.0,academic,1
prostate,hormone_therapy,II,290.0,99.0,academic,1
prostate,targeted_therapy,II,705.0,97.0,industry,1
renal,radiation,II,520.0,96.0,industry,0
ovarian,immunotherapy,IV,1296.0,47.0,government,1
melanoma,radiation,II,404.0,88.0,academic,0
colorectal,radiation,I,79.0,74.0,government,0
renal,targeted_therapy,III,1150.0,63.0,government,1
leukemia,hormone_therapy,I,239.0,10.0,academic,1
melanoma,radiation,I,1484.0,110.0,industry,0
leukemia,hormone_therapy,II,790.0,32.0,industry,1
melanoma,chemotherapy,II,1926.0,33.0,industry,0
ovarian,combination,II,1701.0,31.0,industry,1
pancreatic,hormone_therapy,III,583.0,96.0,industry,1
leukemia,immunotherapy,III,1615.0,54.0,industry,1
renal,combination,II,565.0,111.0,industry,0
melanoma,immunotherapy,II,115.0,26.0,industry,0
prostate,radiation,II,1008.0,6.0,industry,1
bladder,combination,III,1132.0,97.0,industry,1
prostate,hormone_therapy,I,847.0,117.0,industry,0
lung,combination,I,1965.0,63.0,academic,1
pancreatic,radiation,III,250.0,84.0,industry,0
pancreatic,targeted_therapy,II,987.0,60.0,industry,1
prostate,immunotherapy,I,294.0,86.0,academic,0
colorectal,radiation,II,265.0,31.0,academic,0
ovarian,targeted_therapy,IV,130.0,89.0,industry,1
leukemia,combination,III,253.0,30.0,academic,1
renal,combination,III,1321.0,82.0,government,1
pancreatic,radiation,II,1520.0,38.0,academic,1
prostate,hormone_therapy,III,436.0,94.0,industry,1
prostate,combination,IV,697.0,77.0,academic,1
ovarian,hormone_therapy,IV,1171.0,74.0,industry,1
ovarian,hormone_therapy,II,1280.0,11.0,academic,0
breast,hormone_therapy,III,822.0,28.0,government,1
breast,chemotherapy,II,638.0,35.0,industry,1
colorectal,targeted_therapy,II,1171.0,83.0,government,1
colorectal,targeted_therapy,III,726.0,59.0,industry,1
lung,combination,II,870.0,92.0,government,0
colorectal,combination,IV,1437.0,16.0,academic,1
melanoma,hormone_therapy,I,494.0,36.0,industry,1
ovarian,chemotherapy,III,674.0,11.0,academic,1
renal,hormone_therapy,IV,414.0,16.0,industry,0
melanoma,chemotherapy,IV,130.0,82.0,industry,0
leukemia,hormone_therapy,II,109.0,17.0,academic,0
prostate,immunotherapy,II,782.0,71.0,industry,1
colorectal,immunotherapy,III,1323.0,58.0,academic,1
prostate,radiation,II,1376.0,104.0,industry,0
pancreatic,hormone_therapy,IV,1267.0,41.0,industry,1
lung,combination,IV,1144.0,22.0,government,1
pancreatic,targeted_therapy,II,151.0,33.0,industry,1
lung,radiation,I,1056.0,97.0,academic,0
breast,combination,I,476.0,27.0,academic,1
prostate,immunotherapy,IV,1484.0,107.0,academic,1
lung,hormone_therapy,II,117.0,12.0,government,0
bladder,radiation,II,1163.0,20.0,academic,0
melanoma,hormone_therapy,II,312.0,101.0,industry,1
lung,immunotherapy,III,1859.0,16.0,government,0
lung,radiation,I,1754.0,29.0,industry,1
melanoma,immunotherapy,II,1044.0,72.0,industry,1
prostate,chemotherapy,IV,591.0,35.0,government,1
prostate,immunotherapy,IV,269.0,75.0,academic,1
melanoma,hormone_therapy,III,671.0,71.0,academic,1
pancreatic,targeted_therapy,I,168.0,66.0,academic,0
bladder,immunotherapy,II,1438.0,83.0,academic,1
renal,combination,III,63.0,46.0,government,0
leukemia,targeted_therapy,II,1926.0,87.0,industry,1
bladder,chemotherapy,IV,1741.0,56.0,industry,1
prostate,radiation,III,1663.0,49.0,industry,1
renal,radiation,I,1087.0,100.0,academic,0
breast,targeted_therapy,IV,1121.0,18.0,industry,1
colorectal,radiation,IV,1269.0,95.0,industry,0
lung,immunotherapy,I,181.0,113.0,industry,1
melanoma,targeted_therapy,III,1836.0,17.0,government,1
melanoma,hormone_therapy,II,272.0,87.0,academic,1
lung,immunotherapy,II,151.0,14.0,industry,0
colorectal,immunotherapy,II,1491.0,118.0,industry,1
leukemia,immunotherapy,III,1927.0,90.0,industry,1
colorectal,hormone_therapy,IV,1930.0,53.0,industry,1
renal,chemotherapy,III,493.0,54.0,industry,0
colorectal,combination,I,1699.0,58.0,government,0
renal,radiation,III,1821.0,61.0,government,1
colorectal,targeted_therapy,II,1152.0,45.0,industry,0
leukemia,chemotherapy,III,725.0,112.0,industry,1
leukemia,targeted_therapy,II,1078.0,29.0,industry,1
prostate,radiation,II,1510.0,103.0,industry,1
lung,hormone_therapy,II,1945.0,77.0,industry,1
leukemia,immunotherapy,III,294.0,113.0,industry,1
renal,immunotherapy,II,206.0,38.0,industry,0
leukemia,hormone_therapy,III,968.0,28.0,academic,1
prostate,chemotherapy,II,262.0,82.0,academic,1
melanoma,chemotherapy,II,283.0,59.0,academic,0
renal,targeted_therapy,II,541.0,58.0,industry,0
prostate,hormone_therapy,IV,982.0,54.0,government,1
pancreatic,chemotherapy,IV,1721.0,83.0,government,0
pancreatic,hormone_therapy,II,1584.0,83.0,industry,0
breast,radiation,II,802.0,85.0,industry,1
colorectal,immunotherapy,I,1130.0,54.0,industry,0
lung,immunotherapy,III,554.0,107.0,industry,1
ovarian,immunotherapy,II,229.0,65.0,industry,1
bladder,hormone_therapy,IV,65.0,108.0,academic,1
prostate,hormone_therapy,IV,1510.0,95.0,industry,1
melanoma,targeted_therapy,II,1583.0,95.0,industry,1
bladder,immunotherapy,II,45.0,70.0,industry,1
melanoma,targeted_therapy,III,1309.0,37.0,government,1
bladder,immunotherapy,III,194.0,84.0,industry,1
prostate,targeted_therapy,I,1559.0,26.0,academic,1
ovarian,targeted_therapy,II,1354.0,23.0,industry,1
bladder,radiation,II,341.0,99.0,industry,1
prostate,targeted_therapy,II,1622.0,65.0,academic,1
leukemia,hormone_therapy,II,1178.0,18.0,industry,1
ovarian,targeted_therapy,I,74.0,29.0,industry,1
renal,immunotherapy,III,1586.0,35.0,industry,1
melanoma,targeted_therapy,II,1629.0,7.0,academic,1
pancreatic,chemotherapy,I,1574.0,88.0,academic,0
colorectal,combination,II,1199.0,116.0,industry,1
pancreatic,immunotherapy,III,1892.0,113.0,academic,1
ovarian,chemotherapy,III,687.0,116.0,industry,1
renal,immunotherapy,II,166.0,30.0,academic,0
melanoma,hormone_therapy,II,1528.0,55.0,industry,1
renal,combination,IV,618.0,19.0,academic,1
bladder,combination,II,39.0,11.0,government,0
melanoma,hormone_therapy,II,1312.0,81.0,government,0
bladder,combination,II,352.0,89.0,industry,1
prostate,hormone_therapy,II,1598.0,92.0,government,1
ovarian,chemotherapy,II,926.0,35.0,industry,1
prostate,radiation,IV,963.0,35.0,government,1
breast,immunotherapy,III,930.0,43.0,industry,1
renal,hormone_therapy,II,420.0,63.0,industry,1
bladder,immunotherapy,IV,969.0,99.0,industry,1
leukemia,chemotherapy,I,1349.0,46.0,industry,0
prostate,radiation,II,47.0,99.0,academic,0
breast,chemotherapy,III,486.0,62.0,government,1
lung,combination,III,1303.0,41.0,academic,1
pancreatic,immunotherapy,I,1577.0,69.0,academic,0
melanoma,radiation,II,1001.0,118.0,academic,0
breast,combination,III,1930.0,103.0,industry,1
ovarian,radiation,III,120.0,21.0,industry,0
prostate,combination,III,570.0,93.0,industry,1
ovarian,chemotherapy,II,821.0,83.0,industry,1
pancreatic,hormone_therapy,I,372.0,95.0,industry,0
leukemia,immunotherapy,II,1343.0,77.0,industry,1
renal,targeted_therapy,I,1725.0,19.0,industry,1
renal,targeted_therapy,IV,315.0,36.0,industry,1
ovarian,chemotherapy,II,372.0,71.0,government,0
bladder,immunotherapy,II,927.0,117.0,industry,1
leukemia,immunotherapy,III,1173.0,73.0,industry,1
renal,chemotherapy,II,1038.0,70.0,academic,1
leukemia,immunotherapy,II,1199.0,60.0,industry,1
breast,hormone_therapy,III,1117.0,89.0,industry,1
leukemia,chemotherapy,III,1385.0,83.0,industry,1
colorectal,hormone_therapy,III,1508.0,45.0,industry,1
pancreatic,immunotherapy,I,1133.0,30.0,industry,0
renal,chemotherapy,III,1622.0,30.0,industry,1
leukemia,immunotherapy,III,474.0,8.0,academic,1
ovarian,chemotherapy,I,1791.0,74.0,academic,0
lung,immunotherapy,II,731.0,107.0,industry,0
colorectal,hormone_therapy,III,999.0,31.0,industry,1
colorectal,hormone_therapy,I,1375.0,45.0,industry,0
bladder,immunotherapy,III,758.0,43.0,academic,0
leukemia,chemotherapy,II,996.0,43.0,industry,1
bladder,targeted_therapy,II,1391.0,73.0,academic,0
bladder,hormone_therapy,I,252.0,12.0,academic,0
lung,hormone_therapy,III,1821.0,99.0,industry,1
breast,combination,II,1641.0,35.0,industry,1
leukemia,targeted_therapy,III,1043.0,24.0,industry,1
prostate,immunotherapy,III,121.0,108.0,industry,1
renal,chemotherapy,III,972.0,40.0,industry,1
bladder,combination,IV,500.0,109.0,industry,1
pancreatic,immunotherapy,III,1257.0,38.0,industry,1
melanoma,radiation,II,127.0,38.0,industry,0
pancreatic,hormone_therapy,IV,1208.0,83.0,academic,0
lung,radiation,III,992.0,43.0,industry,0
lung,hormone_therapy,II,1646.0,15.0,government,0
ovarian,hormone_therapy,I,723.0,62.0,government,1
breast,radiation,III,354.0,33.0,government,1
renal,radiation,II,105.0,83.0,academic,0
bladder,immunotherapy,III,753.0,105.0,industry,1
pancreatic,combination,II,894.0,43.0,industry,0
melanoma,combination,II,1467.0,21.0,academic,1
lung,radiation,III,1656.0,26.0,academic,0
lung,immunotherapy,I,1781.0,97.0,academic,0
breast,combination,II,383.0,102.0,government,1
melanoma,immunotherapy,III,79.0,11.0,industry,1
melanoma,immunotherapy,II,1525.0,46.0,industry,1
breast,hormone_therapy,III,1293.0,20.0,industry,1
lung,combination,III,579.0,113.0,industry,1
renal,combination,III,136.0,8.0,industry,1
leukemia,hormone_therapy,I,1782.0,48.0,academic,0
leukemia,radiation,II,893.0,52.0,academic,0
breast,hormone_therapy,III,934.0,104.0,industry,1
melanoma,combination,IV,987.0,19.0,government,0
bladder,combination,III,1018.0,71.0,academic,0
breast,radiation,III,1588.0,34.0,academic,1
renal,hormone_therapy,II,63.0,9.0,industry,0
breast,chemotherapy,II,528.0,31.0,government,0
colorectal,chemotherapy,II,1208.0,17.0,academic,0
pancreatic,radiation,II,1411.0,7.0,industry,0
melanoma,hormone_therapy,I,1900.0,22.0,industry,0
ovarian,hormone_therapy,IV,1335.0,40.0,government,0
ovarian,immunotherapy,II,868.0,15.0,industry,0
melanoma,combination,II,1899.0,117.0,industry,1
renal,targeted_therapy,I,936.0,91.0,industry,0
colorectal,radiation,IV,917.0,110.0,academic,1
colorectal,targeted_therapy,III,818.0,48.0,academic,1
lung,targeted_therapy,III,895.0,26.0,industry,1
pancreatic,radiation,IV,1780.0,20.0,industry,0
leukemia,hormone_therapy,II,305.0,40.0,government,0
prostate,radiation,III,1247.0,117.0,academic,1
renal,targeted_therapy,I,703.0,90.0,government,0
prostate,combination,II,1567.0,90.0,industry,1
prostate,combination,III,838.0,90.0,industry,1
melanoma,combination,III,140.0,65.0,industry,1
ovarian,hormone_therapy,II,964.0,49.0,academic,0
ovarian,chemotherapy,II,1799.0,101.0,industry,0
leukemia,radiation,III,1707.0,10.0,industry,0
melanoma,combination,I,1707.0,108.0,industry,0
prostate,radiation,II,1037.0,78.0,industry,1
bladder,combination,II,1231.0,23.0,academic,0
ovarian,hormone_therapy,II,926.0,26.0,industry,0
renal,chemotherapy,III,32.0,77.0,academic,0
renal,chemotherapy,II,622.0,113.0,government,0
lung,combination,II,219.0,103.0,industry,0
breast,hormone_therapy,III,605.0,79.0,academic,1
bladder,immunotherapy,III,1811.0,56.0,government,1
ovarian,radiation,II,1499.0,46.0,government,0
colorectal,radiation,I,467.0,29.0,industry,0
ovarian,targeted_therapy,II,1831.0,109.0,industry,1
lung,hormone_therapy,III,1883.0,29.0,industry,1
renal,targeted_therapy,III,860.0,101.0,academic,1
prostate,combination,III,1114.0,102.0,academic,1
colorectal,targeted_therapy,IV,609.0,43.0,academic,1
melanoma,chemotherapy,III,1839.0,49.0,industry,1
pancreatic,radiation,III,1173.0,62.0,industry,1
prostate,targeted_therapy,II,908.0,64.0,academic,1
pancreatic,chemotherapy,I,62.0,118.0,industry,0
bladder,hormone_therapy,IV,539.0,39.0,academic,0
breast,targeted_therapy,II,1056.0,80.0,industry,1
colorectal,combination,II,744.0,100.0,industry,1
leukemia,combination,III,642.0,87.0,industry,1
colorectal,combination,II,1007.0,28.0,industry,1
ovarian,radiation,III,822.0,91.0,industry,1
renal,targeted_therapy,III,554.0,48.0,industry,1
ovarian,hormone_therapy,II,321.0,87.0,industry,1
ovarian,targeted_therapy,III,1809.0,45.0,industry,1
bladder,radiation,II,546.0,52.0,industry,0
prostate,chemotherapy,II,1685.0,46.0,academic,1
leukemia,radiation,III,1616.0,52.0,industry,1
leukemia,combination,III,1158.0,108.0,academic,1
ovarian,chemotherapy,III,479.0,25.0,academic,0
pancreatic,combination,II,851.0,82.0,academic,0
bladder,immunotherapy,III,524.0,114.0,government,1
ovarian,radiation,II,1351.0,70.0,industry,0
breast,radiation,IV,951.0,73.0,academic,0
renal,hormone_therapy,II,344.0,29.0,government,0
prostate,targeted_therapy,III,598.0,105.0,government,1
melanoma,chemotherapy,I,780.0,41.0,industry,0
breast,chemotherapy,II,1218.0,50.0,industry,1
pancreatic,hormone_therapy,II,870.0,7.0,industry,0
colorectal,hormone_therapy,III,1557.0,33.0,academic,1
colorectal,targeted_therapy,III,1215.0,31.0,academic,1
breast,combination,IV,979.0,28.0,industry,1
ovarian,targeted_therapy,II,521.0,84.0,industry,1
melanoma,radiation,II,353.0,41.0,academic,0
lung,combination,I,303.0,96.0,industry,0
lung,immunotherapy,III,494.0,11.0,government,1
pancreatic,targeted_therapy,II,1097.0,40.0,academic,0
ovarian,hormone_therapy,III,1501.0,108.0,industry,1
leukemia,combination,IV,1622.0,43.0,academic,0
leukemia,targeted_therapy,IV,1463.0,40.0,industry,1
prostate,chemotherapy,III,1657.0,105.0,academic,1
melanoma,immunotherapy,III,651.0,79.0,government,1
melanoma,radiation,III,722.0,99.0,government,0
colorectal,chemotherapy,I,428.0,58.0,industry,0
bladder,chemotherapy,III,1001.0,110.0,industry,1
